subid,counter,trialtype,percentage,colorasked,searchtype,targetshape,targetcolor,targetword,distractorshape1,distractorshape2,distractorcolor,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
51,1,1,100,false,contrast,4,green,blicket,2,17,purple,6/16/2019,15:22,17713,9388,3,4,"0
"
51,2,6,45,true,monochrome,20,purple,wug,11,24,green,6/16/2019,15:23,11868,15580,4,1,"0
"
51,3,3,20,false,polychrome,18,purple,gade,12,21,blue,6/16/2019,15:23,15221,7126,4,2,"0
"
51,4,2,50,true,contrast,14,blue,toma,6,13,green,6/16/2019,15:24,13326,3797,4,3,"0
"
51,5,4,32,true,polychrome,16,green,sprock,22,9,red,6/16/2019,15:24,10615,5853,4,1,"0
"
51,6,5,40,false,monochrome,8,purple,dax,7,15,red,6/16/2019,15:24,10732,4377,3,1,"0
"
51,7,0,40,false,attncheck,8,purple,dax,7,15,red,6/16/2019,15:24,10732,4377,3,1,"6
"
94,1,3,50,false,polychrome,12,red,blicket,4,11,blue,6/16/2019,16:23,12299,9456,4,2,"0
"
94,2,1,100,false,contrast,1,blue,wug,13,23,red,6/16/2019,16:23,11427,6513,3,4,"0
"
94,3,4,50,true,polychrome,24,purple,toma,9,6,red,6/16/2019,16:24,8546,6716,4,2,"0
"
94,4,5,50,false,monochrome,19,green,sprock,22,10,red,6/16/2019,16:24,11502,6386,4,2,"0
"
94,5,6,100,true,monochrome,21,green,dax,3,16,red,6/16/2019,16:24,7836,5221,4,2,"0
"
94,6,2,50,true,contrast,5,blue,gade,17,15,green,6/16/2019,16:24,7609,3788,3,4,"0
"
94,7,0,50,true,attncheck,5,blue,gade,17,15,green,6/16/2019,16:24,7609,3788,3,4,"7
"
48,1,2,35,true,contrast,20,blue,blicket,1,18,purple,6/16/2019,13:38,25135,8793,4,3,"0
"
48,2,5,54,false,monochrome,23,purple,gade,6,24,green,6/16/2019,13:39,22953,5151,3,2,"0
"
48,3,3,42,false,polychrome,15,green,sprock,14,11,red,6/16/2019,13:39,12555,5354,3,2,"0
"
48,4,1,92,false,contrast,22,red,dax,17,12,green,6/16/2019,13:39,15693,3361,3,4,"0
"
48,5,6,25,true,monochrome,5,purple,toma,10,4,blue,6/16/2019,13:40,17975,6112,4,1,"0
"
48,6,4,25,true,polychrome,16,red,wug,7,19,purple,6/16/2019,13:40,6849,7017,4,1,"0
"
48,7,0,25,true,attncheck,16,red,wug,7,19,purple,6/16/2019,13:40,6849,7017,4,1,"7
"
45,1,6,40,true,monochrome,17,purple,wug,9,10,blue,6/16/2019,15:40,13296,12154,4,2,"0
"
45,2,2,50,true,contrast,24,red,gade,14,20,purple,6/16/2019,15:41,10634,9705,3,4,"0
"
45,3,4,50,true,polychrome,22,green,sprock,11,2,purple,6/16/2019,15:41,10247,8757,4,1,"0
"
45,4,1,70,false,contrast,13,purple,dax,6,12,red,6/16/2019,15:41,10356,9560,3,4,"0
"
45,5,3,70,false,polychrome,3,green,blicket,5,1,red,6/16/2019,15:42,9586,4001,4,1,"0
"
45,6,5,80,false,monochrome,4,red,toma,8,19,purple,6/16/2019,15:42,7864,6091,3,1,"0
"
45,7,0,80,false,attncheck,4,red,toma,8,19,purple,6/16/2019,15:42,7864,6091,3,1,"8
"
73,1,4,2,true,polychrome,6,green,blicket,13,20,blue,6/16/2019,15:23,12958,28534,3,2,"0
"
73,2,2,25,true,contrast,21,purple,gade,5,18,green,6/16/2019,15:23,11656,26361,3,4,"0
"
73,3,5,34,false,monochrome,17,green,toma,24,14,red,6/16/2019,15:24,13211,7359,3,1,"0
"
73,4,6,19,true,monochrome,19,purple,sprock,2,4,red,6/16/2019,15:24,10229,7980,3,2,"0
"
73,5,1,42,false,contrast,15,blue,wug,22,10,red,6/16/2019,15:24,10617,3390,3,4,"0
"
73,6,3,50,false,polychrome,3,purple,dax,1,8,blue,6/16/2019,15:24,8784,5191,4,1,"0
"
73,7,0,50,false,attncheck,3,purple,dax,1,8,blue,6/16/2019,15:24,8784,5191,4,1,"5
"
100,1,6,42,true,monochrome,16,blue,dax,8,20,green,6/16/2019,16:30,20310,16624,3,1,"0
"
100,2,2,28,true,contrast,18,red,blicket,22,5,blue,6/16/2019,16:31,20079,11047,4,3,"0
"
100,3,5,100,false,monochrome,13,red,wug,14,7,blue,6/16/2019,16:31,15199,9481,3,2,"0
"
100,4,3,100,false,polychrome,4,red,sprock,21,17,purple,6/16/2019,16:32,12851,8841,4,2,"0
"
100,5,4,50,true,polychrome,24,purple,gade,6,19,red,6/16/2019,16:32,13581,9426,3,2,"0
"
100,6,1,88,false,contrast,2,blue,toma,1,15,purple,6/16/2019,16:33,26232,7210,4,3,"0
"
100,7,0,88,false,attncheck,2,blue,toma,1,15,purple,6/16/2019,16:33,26232,7210,4,3,"6
"
54,1,5,50,false,monochrome,5,blue,dax,20,1,green,6/16/2019,16:27,9526,16317,4,1,"0
"
54,2,1,50,false,contrast,6,purple,wug,11,9,blue,6/16/2019,16:27,10417,8858,4,3,"0
"
54,3,3,50,false,polychrome,13,green,sprock,2,3,red,6/16/2019,16:27,8711,6529,3,2,"0
"
54,4,4,50,true,polychrome,22,red,blicket,8,23,green,6/16/2019,16:28,8602,6130,4,1,"0
"
54,5,6,50,true,monochrome,10,red,gade,17,19,blue,6/16/2019,16:28,8056,8346,4,2,"0
"
54,6,2,50,true,contrast,4,purple,toma,18,15,red,6/16/2019,16:28,9016,8355,4,3,"0
"
54,7,0,50,true,attncheck,4,purple,toma,18,15,red,6/16/2019,16:28,9016,8355,4,3,"8
"
63,1,4,20,true,polychrome,15,blue,wug,16,24,red,6/16/2019,15:24,10830,10381,3,2,"0
"
63,2,6,50,true,monochrome,22,green,toma,11,7,purple,6/16/2019,15:24,13460,7389,4,1,"0
"
63,3,3,100,false,polychrome,21,blue,gade,6,23,purple,6/16/2019,15:25,11541,9493,3,2,"0
"
63,4,5,100,false,monochrome,3,green,dax,12,8,purple,6/16/2019,15:25,8893,5422,4,1,"0
"
63,5,1,33,false,contrast,2,green,blicket,19,4,blue,6/16/2019,15:25,11063,3885,4,3,"0
"
63,6,2,50,true,contrast,18,purple,sprock,1,20,green,6/16/2019,15:25,6790,6389,4,3,"0
"
63,7,0,50,true,attncheck,18,purple,sprock,1,20,green,6/16/2019,15:25,6790,6389,4,3,"8
"
65,1,3,50,false,polychrome,13,purple,dax,11,23,blue,6/16/2019,16:31,14203,7446,4,2,"0
"
65,2,1,50,false,contrast,17,red,toma,21,2,blue,6/16/2019,16:31,10351,6277,4,3,"0
"
65,3,5,50,false,monochrome,9,blue,gade,5,1,purple,6/16/2019,16:31,9216,3403,3,1,"0
"
65,4,4,50,true,polychrome,10,green,wug,19,15,blue,6/16/2019,16:31,9010,7510,3,2,"0
"
65,5,2,50,true,contrast,12,red,blicket,24,3,blue,6/16/2019,16:32,8304,4832,4,3,"0
"
65,6,6,50,true,monochrome,6,red,sprock,16,8,purple,6/16/2019,16:32,8925,4086,3,2,"0
"
65,7,0,50,true,attncheck,6,red,sprock,16,8,purple,6/16/2019,16:32,8925,4086,3,2,"5
"
78,1,4,50,true,polychrome,14,red,blicket,1,19,green,6/16/2019,16:24,16394,12369,3,1,"0
"
78,2,5,50,false,monochrome,2,blue,wug,13,18,green,6/16/2019,16:25,10483,7848,3,2,"0
"
78,3,1,50,false,contrast,3,red,dax,24,7,blue,6/16/2019,16:25,9673,5626,3,4,"0
"
78,4,2,50,true,contrast,22,blue,sprock,12,16,purple,6/16/2019,16:25,9468,3161,3,4,"0
"
78,5,6,50,true,monochrome,23,red,gade,5,6,blue,6/16/2019,16:25,9436,4105,4,2,"0
"
78,6,3,50,false,polychrome,11,purple,toma,10,9,green,6/16/2019,16:26,8858,4891,3,1,"0
"
78,7,0,50,false,attncheck,11,purple,toma,10,9,green,6/16/2019,16:26,8858,4891,3,1,"8
"
12,1,6,48,true,monochrome,23,red,toma,13,15,blue,6/16/2019,16:26,16880,9386,3,2,"0
"
12,2,2,63,true,contrast,8,red,blicket,19,2,green,6/16/2019,16:26,20198,5248,4,3,"0
"
12,3,4,79,true,polychrome,22,green,wug,1,24,blue,6/16/2019,16:27,12351,5734,3,1,"0
"
12,4,1,87,false,contrast,12,red,gade,21,16,purple,6/16/2019,16:27,10793,5580,4,3,"0
"
12,5,3,56,false,polychrome,14,purple,dax,3,10,red,6/16/2019,16:27,9350,2926,3,1,"0
"
12,6,5,86,false,monochrome,6,green,sprock,20,9,blue,6/16/2019,16:28,10230,13961,3,2,"0
"
12,7,0,86,false,attncheck,6,green,sprock,20,9,blue,6/16/2019,16:28,10230,13961,3,2,"7
"
93,1,6,27,true,monochrome,21,purple,sprock,5,20,blue,6/16/2019,14:33,15100,7275,3,2,"0
"
93,2,4,51,true,polychrome,6,red,dax,17,18,green,6/16/2019,14:33,11575,5029,4,2,"0
"
93,3,2,46,true,contrast,9,purple,toma,16,24,red,6/16/2019,14:33,8752,4372,4,3,"0
"
93,4,3,48,false,polychrome,8,blue,blicket,23,1,purple,6/16/2019,14:34,9278,3465,3,2,"0
"
93,5,5,50,false,monochrome,3,green,wug,14,4,blue,6/16/2019,14:34,11487,2629,3,2,"0
"
93,6,1,47,false,contrast,19,green,gade,12,2,red,6/16/2019,14:34,12993,5268,3,4,"0
"
93,7,0,47,false,attncheck,19,green,gade,12,2,red,6/16/2019,14:34,12993,5268,3,4,"7
"
13,1,1,50,false,contrast,21,green,dax,23,24,blue,6/16/2019,14:32,12038,17399,3,4,"0
"
13,2,3,100,false,polychrome,14,purple,gade,19,9,blue,6/16/2019,14:32,8508,6487,4,1,"0
"
13,3,2,50,true,contrast,13,red,toma,12,18,green,6/16/2019,14:32,7804,8148,4,3,"0
"
13,4,6,100,true,monochrome,17,blue,sprock,16,10,purple,6/16/2019,14:33,19558,6802,4,2,"0
"
13,5,4,50,true,polychrome,22,red,wug,11,2,blue,6/16/2019,14:33,9561,7340,4,1,"0
"
13,6,5,50,false,monochrome,6,purple,blicket,1,15,blue,6/16/2019,14:33,10269,7994,4,2,"0
"
13,7,0,50,false,attncheck,6,purple,blicket,1,15,blue,6/16/2019,14:33,10269,7994,4,2,"7
"
118,1,3,35,false,polychrome,2,red,toma,15,16,blue,6/16/2019,16:36,12284,18048,4,1,"0
"
118,2,2,50,true,contrast,24,red,sprock,7,8,purple,6/16/2019,16:37,13016,6333,3,4,"0
"
118,3,4,50,true,polychrome,21,purple,blicket,13,3,green,6/16/2019,16:37,8693,4758,4,1,"0
"
118,4,5,50,false,monochrome,14,blue,dax,4,20,purple,6/16/2019,16:37,9334,3771,3,2,"0
"
118,5,1,50,false,contrast,23,red,wug,5,12,green,6/16/2019,16:38,9389,6434,4,3,"0
"
118,6,6,50,true,monochrome,11,red,gade,6,1,green,6/16/2019,16:38,26877,5122,3,1,"0
"
118,7,0,50,true,attncheck,11,red,gade,6,1,green,6/16/2019,16:38,26877,5122,3,1,"6
"
43,1,1,100,false,contrast,1,purple,sprock,13,20,green,6/16/2019,15:31,16215,8572,4,3,"0
"
43,2,4,50,true,polychrome,11,blue,wug,14,15,red,6/16/2019,15:31,13476,7117,3,1,"0
"
43,3,3,50,false,polychrome,22,blue,gade,19,6,green,6/16/2019,15:31,15181,5955,3,2,"0
"
43,4,2,50,true,contrast,23,green,dax,24,16,blue,6/16/2019,15:32,11942,5031,4,3,"0
"
43,5,5,50,false,monochrome,12,blue,blicket,5,4,purple,6/16/2019,15:32,12196,6548,3,2,"0
"
43,6,6,50,true,monochrome,8,green,toma,9,18,purple,6/16/2019,15:32,11053,5301,3,2,"0
"
43,7,0,50,true,attncheck,8,green,toma,9,18,purple,6/16/2019,15:32,11053,5301,3,2,"8
"
33,1,6,12,true,monochrome,3,blue,gade,20,17,purple,6/16/2019,22:37,16288,7282,3,2,"0
"
33,2,2,25,true,contrast,4,green,dax,2,21,purple,6/16/2019,22:37,10002,5203,4,3,"0
"
33,3,5,50,false,monochrome,22,blue,blicket,8,14,purple,6/16/2019,22:37,11494,14947,4,1,"0
"
33,4,1,50,false,contrast,23,purple,sprock,6,12,red,6/16/2019,22:38,7448,11150,3,4,"0
"
33,5,4,50,true,polychrome,5,purple,wug,10,19,red,6/16/2019,22:38,8229,8103,4,1,"0
"
33,6,3,50,false,polychrome,9,red,toma,13,11,green,6/16/2019,22:38,12522,5834,4,1,"0
"
33,7,0,50,false,attncheck,9,red,toma,13,11,green,6/16/2019,22:38,12522,5834,4,1,"7
"
53,1,6,24,true,monochrome,10,blue,dax,7,16,red,6/16/2019,16:28,12884,6350,4,1,"0
"
53,2,2,7,true,contrast,13,purple,blicket,2,1,red,6/16/2019,16:28,7357,2685,3,4,"0
"
53,3,5,25,false,monochrome,22,red,gade,17,12,purple,6/16/2019,16:28,9532,4662,4,2,"0
"
53,4,4,21,true,polychrome,24,green,toma,15,11,purple,6/16/2019,16:29,6689,5228,3,1,"0
"
53,5,1,9,false,contrast,5,red,wug,23,14,blue,6/16/2019,16:29,7918,9678,3,4,"0
"
53,6,3,13,false,polychrome,6,purple,sprock,8,18,green,6/16/2019,16:29,7576,2957,4,1,"0
"
53,7,0,13,false,attncheck,6,purple,sprock,8,18,green,6/16/2019,16:29,7576,2957,4,1,"7
"
66,1,2,50,true,contrast,15,purple,dax,9,2,green,6/16/2019,15:29,17275,27400,4,3,"0
"
66,2,3,20,false,polychrome,12,purple,gade,22,5,red,6/16/2019,15:30,15858,19930,3,1,"0
"
66,3,4,0,true,polychrome,13,blue,blicket,14,7,red,6/16/2019,15:30,14096,17060,3,1,"0
"
66,4,6,80,true,monochrome,8,purple,sprock,24,1,red,6/16/2019,15:32,10275,73627,4,1,"0
"
66,5,5,50,false,monochrome,10,green,toma,3,4,red,6/16/2019,15:32,14036,20489,4,2,"0
"
66,6,1,33,false,contrast,20,green,wug,16,18,blue,6/16/2019,15:33,18855,14458,3,4,"0
"
66,7,0,33,false,attncheck,20,green,wug,16,18,blue,6/16/2019,15:33,18855,14458,3,4,"7
"
88,1,2,100,true,contrast,7,red,gade,11,5,green,6/16/2019,16:22,14628,21870,3,4,"0
"
88,2,6,100,true,monochrome,16,red,toma,4,23,blue,6/16/2019,16:22,12582,9566,3,1,"0
"
88,3,3,100,false,polychrome,20,purple,dax,24,21,red,6/16/2019,16:23,11967,10527,3,1,"0
"
88,4,4,77,true,polychrome,13,green,wug,22,14,red,6/16/2019,16:23,10165,8987,3,1,"0
"
88,5,1,50,false,contrast,18,green,sprock,3,6,red,6/16/2019,16:23,9717,5177,3,4,"0
"
88,6,5,50,false,monochrome,17,green,blicket,2,9,red,6/16/2019,16:24,9996,4182,4,1,"0
"
88,7,0,50,false,attncheck,17,green,blicket,2,9,red,6/16/2019,16:24,9996,4182,4,1,"7
"
76,1,5,70,false,monochrome,22,blue,sprock,17,20,green,6/16/2019,16:43,12485,7956,4,1,"0
"
76,2,4,30,true,polychrome,4,green,toma,9,3,purple,6/16/2019,16:44,9953,4245,4,1,"0
"
76,3,6,50,true,monochrome,18,blue,wug,10,21,red,6/16/2019,16:44,8876,2578,3,1,"0
"
76,4,1,100,false,contrast,5,green,gade,15,24,red,6/16/2019,16:44,10847,4104,3,4,"0
"
76,5,3,100,false,polychrome,6,blue,blicket,1,7,purple,6/16/2019,16:44,7009,5641,3,1,"0
"
76,6,2,33,true,contrast,14,blue,dax,19,11,red,6/16/2019,16:44,7077,6557,3,4,"0
"
76,7,0,33,true,attncheck,14,blue,dax,19,11,red,6/16/2019,16:44,7077,6557,3,4,"7
"
42,1,1,51,false,contrast,19,blue,dax,7,9,green,6/16/2019,13:22,7070,5394,4,3,"0
"
42,2,3,50,false,polychrome,23,purple,sprock,22,12,blue,6/16/2019,13:23,8537,2168,3,2,"0
"
42,3,4,50,true,polychrome,14,blue,gade,10,17,purple,6/16/2019,13:23,10162,2933,3,1,"0
"
42,4,2,51,true,contrast,2,green,wug,20,5,blue,6/16/2019,13:23,7031,2672,3,4,"0
"
42,5,6,52,true,monochrome,13,blue,blicket,8,16,green,6/16/2019,13:23,7712,2531,4,2,"0
"
42,6,5,51,false,monochrome,18,red,toma,3,21,green,6/16/2019,13:23,7380,2435,3,2,"0
"
42,7,0,51,false,attncheck,18,red,toma,3,21,green,6/16/2019,13:23,7380,2435,3,2,"5
"
81,1,6,32,true,monochrome,9,purple,wug,6,18,blue,6/16/2019,15:35,26346,44011,4,1,"0
"
81,2,4,51,true,polychrome,8,blue,sprock,2,14,red,6/16/2019,15:36,20033,29775,3,2,"0
"
81,3,1,99,false,contrast,21,green,toma,1,22,purple,6/16/2019,15:36,10589,13126,3,4,"0
"
81,4,2,51,true,contrast,11,green,blicket,4,13,purple,6/16/2019,15:36,9108,13509,3,4,"0
"
81,5,5,100,false,monochrome,5,green,dax,23,20,purple,6/16/2019,15:37,8437,6565,3,1,"0
"
81,6,3,26,false,polychrome,7,red,gade,24,17,green,6/16/2019,15:37,11497,15920,3,2,"0
"
81,7,0,26,false,attncheck,7,red,gade,24,17,green,6/16/2019,15:37,11497,15920,3,2,"8
"
37,1,6,50,true,monochrome,10,green,blicket,3,7,red,6/16/2019,13:20,14771,20135,3,1,"0
"
37,2,3,50,false,polychrome,8,red,toma,17,5,purple,6/16/2019,13:21,7997,12333,3,2,"0
"
37,3,2,25,true,contrast,20,purple,gade,16,4,blue,6/16/2019,13:21,11277,12733,4,3,"0
"
37,4,5,50,false,monochrome,21,green,sprock,24,15,blue,6/16/2019,13:21,10953,4337,4,2,"0
"
37,5,1,25,false,contrast,14,purple,dax,22,1,red,6/16/2019,13:22,10249,5740,3,4,"0
"
37,6,4,50,true,polychrome,19,green,wug,9,23,purple,6/16/2019,13:22,8881,10868,4,2,"0
"
37,7,0,50,true,attncheck,19,green,wug,9,23,purple,6/16/2019,13:22,8881,10868,4,2,"5
"
22,1,5,75,false,monochrome,1,purple,toma,22,10,blue,6/16/2019,16:30,13682,6555,4,2,"0
"
22,2,3,50,false,polychrome,15,purple,gade,21,3,red,6/16/2019,16:30,9506,4744,4,2,"0
"
22,3,4,25,true,polychrome,6,blue,dax,13,24,green,6/16/2019,16:31,12466,8603,4,1,"0
"
22,4,1,100,false,contrast,16,green,blicket,2,4,red,6/16/2019,16:31,10440,3529,3,4,"0
"
22,5,6,25,true,monochrome,12,green,wug,5,11,blue,6/16/2019,16:31,8595,5363,4,1,"0
"
22,6,2,25,true,contrast,17,purple,sprock,9,20,red,6/16/2019,16:32,7920,8164,3,4,"0
"
22,7,0,25,true,attncheck,17,purple,sprock,9,20,red,6/16/2019,16:32,7920,8164,3,4,"6
"
28,1,5,20,false,monochrome,23,purple,blicket,8,2,blue,6/16/2019,16:22,35410,23022,4,2,"0
"
28,2,1,15,false,contrast,24,purple,toma,20,10,blue,6/16/2019,16:23,24641,13255,4,3,"0
"
28,3,3,20,false,polychrome,17,blue,gade,4,1,red,6/16/2019,16:23,15333,8256,4,1,"0
"
28,4,2,5,true,contrast,3,blue,dax,6,14,purple,6/16/2019,16:24,11430,15842,4,3,"0
"
28,5,4,10,true,polychrome,13,green,sprock,7,22,blue,6/16/2019,16:24,14021,8259,3,1,"0
"
28,6,6,15,true,monochrome,9,purple,wug,12,18,green,6/16/2019,16:25,12607,10043,4,2,"0
"
28,7,0,15,true,attncheck,9,purple,wug,12,18,green,6/16/2019,16:25,12607,10043,4,2,"8
"
26,1,2,80,true,contrast,12,green,blicket,10,24,red,6/16/2019,13:57,18714,14008,3,4,"0
"
26,2,6,76,true,monochrome,1,blue,toma,18,3,purple,6/16/2019,13:57,10488,8485,4,2,"0
"
26,3,3,77,false,polychrome,15,blue,dax,6,5,red,6/16/2019,13:57,9215,6017,4,2,"0
"
26,4,5,78,false,monochrome,13,red,sprock,23,9,green,6/16/2019,13:58,7940,6185,3,2,"0
"
26,5,1,80,false,contrast,17,green,gade,7,16,blue,6/16/2019,13:58,7104,3213,3,4,"0
"
26,6,4,80,true,polychrome,22,red,wug,4,2,blue,6/16/2019,13:58,7554,5414,4,2,"0
"
26,7,0,80,true,attncheck,22,red,wug,4,2,blue,6/16/2019,13:58,7554,5414,4,2,"7
"
14,1,3,51,false,polychrome,13,blue,wug,1,17,green,6/16/2019,16:33,22791,7587,3,1,"0
"
14,2,5,69,false,monochrome,11,blue,dax,10,16,green,6/16/2019,16:34,38866,21212,3,1,"0
"
14,3,1,57,false,contrast,24,red,blicket,19,15,blue,6/16/2019,16:35,14695,12567,3,4,"0
"
14,4,2,58,true,contrast,18,green,toma,23,6,blue,6/16/2019,16:35,7575,27493,3,4,"0
"
14,5,6,60,true,monochrome,20,purple,sprock,2,14,red,6/16/2019,16:36,7423,5248,4,2,"0
"
14,6,4,16,true,polychrome,3,purple,gade,8,7,blue,6/16/2019,16:36,8566,2771,4,2,"0
"
14,7,0,16,true,attncheck,3,purple,gade,8,7,blue,6/16/2019,16:36,8566,2771,4,2,"5
"
90,1,2,50,true,contrast,22,blue,sprock,18,13,red,6/16/2019,16:32,20495,17862,4,3,"0
"
90,2,1,50,false,contrast,17,purple,toma,24,16,green,6/16/2019,16:32,20088,11838,3,4,"0
"
90,3,5,50,false,monochrome,11,purple,dax,7,14,green,6/16/2019,16:33,9851,17325,4,2,"0
"
90,4,6,50,true,monochrome,2,purple,blicket,6,8,red,6/16/2019,16:33,8099,6627,4,2,"0
"
90,5,4,50,true,polychrome,20,purple,wug,1,19,red,6/16/2019,16:33,7589,6801,4,1,"0
"
90,6,3,50,false,polychrome,12,green,gade,9,23,purple,6/16/2019,16:34,7557,8964,4,2,"0
"
90,7,0,50,false,attncheck,12,green,gade,9,23,purple,6/16/2019,16:34,7557,8964,4,2,"7
"
69,1,3,46,false,polychrome,8,purple,toma,4,21,green,6/16/2019,16:57,16962,11629,3,1,"0
"
69,2,1,23,false,contrast,3,purple,dax,23,24,blue,6/16/2019,16:57,8438,6925,3,4,"0
"
69,3,5,19,false,monochrome,7,purple,blicket,16,12,green,6/16/2019,16:57,8993,6473,4,2,"0
"
69,4,2,51,true,contrast,10,blue,wug,14,19,purple,6/16/2019,16:58,13009,3696,4,3,"0
"
69,5,4,46,true,polychrome,18,purple,sprock,5,17,green,6/16/2019,16:58,10009,3240,3,1,"0
"
69,6,6,52,true,monochrome,1,blue,gade,6,15,green,6/16/2019,16:58,7778,4782,4,2,"0
"
69,7,0,52,true,attncheck,1,blue,gade,6,15,green,6/16/2019,16:58,7778,4782,4,2,"7
"
38,1,5,56,false,monochrome,16,red,wug,3,7,green,6/16/2019,16:21,16644,5943,4,2,"0
"
38,2,1,51,false,contrast,23,red,blicket,9,6,green,6/16/2019,16:21,9349,5318,3,4,"0
"
38,3,2,49,true,contrast,18,red,gade,19,14,green,6/16/2019,16:21,9780,3366,4,3,"0
"
38,4,3,52,false,polychrome,4,purple,sprock,17,1,red,6/16/2019,16:21,8152,5471,3,2,"0
"
38,5,6,33,true,monochrome,20,purple,dax,12,22,green,6/16/2019,16:22,9648,3483,3,1,"0
"
38,6,4,33,true,polychrome,15,purple,toma,21,2,green,6/16/2019,16:22,7587,6421,3,2,"0
"
38,7,0,33,true,attncheck,15,purple,toma,21,2,green,6/16/2019,16:22,7587,6421,3,2,"7
"
56,1,3,42,false,polychrome,1,purple,sprock,4,10,green,6/16/2019,16:23,11629,10273,3,2,"0
"
56,2,6,32,true,monochrome,20,purple,dax,11,18,green,6/16/2019,16:23,10498,11845,4,2,"0
"
56,3,4,11,true,polychrome,5,blue,gade,3,6,red,6/16/2019,16:24,10165,6261,4,2,"0
"
56,4,5,50,false,monochrome,19,red,wug,14,24,purple,6/16/2019,16:24,7897,9179,4,2,"0
"
56,5,2,7,true,contrast,21,purple,toma,16,8,blue,6/16/2019,16:24,8350,4880,3,4,"0
"
56,6,1,20,false,contrast,15,blue,blicket,12,17,green,6/16/2019,16:24,8798,5728,3,4,"0
"
56,7,0,20,false,attncheck,15,blue,blicket,12,17,green,6/16/2019,16:24,8798,5728,3,4,"7
"
91,1,5,50,false,monochrome,3,blue,sprock,21,13,purple,6/16/2019,13:18,16318,5562,4,1,"0
"
91,2,2,50,true,contrast,15,purple,dax,19,7,blue,6/16/2019,13:19,9875,6057,4,3,"0
"
91,3,1,50,false,contrast,4,green,wug,14,11,blue,6/16/2019,13:19,29047,3992,4,3,"0
"
91,4,6,52,true,monochrome,9,blue,toma,1,8,green,6/16/2019,13:20,7851,4318,4,2,"0
"
91,5,3,61,false,polychrome,22,blue,blicket,5,12,green,6/16/2019,13:20,15141,2552,3,1,"0
"
91,6,4,61,true,polychrome,2,blue,gade,6,16,red,6/16/2019,13:20,6547,3496,4,1,"0
"
91,7,0,61,true,attncheck,2,blue,gade,6,16,red,6/16/2019,13:20,6547,3496,4,1,"5
"
47,1,6,30,true,monochrome,20,red,blicket,5,4,blue,6/16/2019,16:43,17655,21184,3,2,"0
"
47,2,5,33,false,monochrome,3,red,wug,17,9,green,6/16/2019,16:43,9570,18620,3,2,"0
"
47,3,3,46,false,polychrome,23,green,sprock,19,18,red,6/16/2019,16:44,15130,15243,4,2,"0
"
47,4,4,31,true,polychrome,10,blue,dax,24,2,red,6/16/2019,16:44,7624,5462,4,2,"0
"
47,5,1,99,false,contrast,14,blue,gade,6,7,red,6/16/2019,16:44,12722,6538,3,4,"0
"
47,6,2,33,true,contrast,13,green,toma,11,15,red,6/16/2019,16:45,7407,6849,3,4,"0
"
47,7,0,33,true,attncheck,13,green,toma,11,15,red,6/16/2019,16:45,7407,6849,3,4,"7
"
8,1,5,42,false,monochrome,23,red,blicket,17,21,green,6/16/2019,16:31,16794,9001,3,1,"0
"
8,2,2,78,true,contrast,7,red,toma,5,8,green,6/16/2019,16:31,9834,5297,4,3,"0
"
8,3,4,61,true,polychrome,9,green,gade,16,22,red,6/16/2019,16:31,8121,2510,3,2,"0
"
8,4,4,61,true,polychrome,9,green,gade,16,22,red,6/16/2019,16:31,8121,2915,3,2,"0
"
8,5,6,90,true,monochrome,14,blue,wug,2,11,red,6/16/2019,16:31,6891,2506,3,1,"0
"
8,6,1,62,false,contrast,4,purple,sprock,12,1,blue,6/16/2019,16:31,7759,2532,3,4,"0
"
8,7,0,62,false,attncheck,4,purple,sprock,12,1,blue,6/16/2019,16:31,7759,2532,3,4,"6
"
19,1,1,21,false,contrast,20,blue,gade,8,2,green,6/16/2019,16:19,14905,8808,3,4,"0
"
19,2,4,8,true,polychrome,19,purple,blicket,15,23,red,6/16/2019,16:19,11616,8332,4,2,"0
"
19,3,5,45,false,monochrome,12,purple,wug,24,4,red,6/16/2019,16:19,10821,8765,3,1,"0
"
19,4,3,26,false,polychrome,5,purple,toma,18,13,red,6/16/2019,16:20,9315,6998,4,2,"0
"
19,5,6,27,true,monochrome,3,blue,dax,17,16,purple,6/16/2019,16:20,9938,6557,4,2,"0
"
19,6,2,12,true,contrast,14,purple,sprock,11,21,green,6/16/2019,16:20,9600,7042,3,4,"0
"
19,7,0,12,true,attncheck,14,purple,sprock,11,21,green,6/16/2019,16:20,9600,7042,3,4,"6
"
