subid,counter,trialtype,percentage,sizeasked,searchtype,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
117,1,2,82,true,contrast,5,purple,big,wug,11,4,small,6/16/2019,15:57,16915,10223,4,3,"0
"
117,2,5,53,false,samesize,20,blue,small,dax,16,10,big,6/16/2019,15:58,11348,5729,3,1,"0
"
117,3,3,30,false,differentsizes,3,purple,small,blicket,13,15,big,6/16/2019,15:58,8946,9090,4,1,"0
"
117,4,6,62,true,samesize,1,blue,big,gade,24,14,small,6/16/2019,15:58,8952,6238,3,1,"0
"
117,5,4,18,true,differentsizes,12,blue,small,toma,2,9,big,6/16/2019,15:58,8141,4753,3,1,"0
"
117,6,1,10,false,contrast,7,purple,small,sprock,6,22,big,6/16/2019,15:59,8727,11815,3,4,"0
"
117,7,0,10,false,attncheck,7,purple,small,sprock,6,22,big,6/16/2019,15:59,8727,11815,3,4,"7
"
77,1,6,73,true,samesize,21,green,big,wug,8,14,small,6/16/2019,16:24,18060,34782,4,1,"0
"
77,2,1,80,false,contrast,17,blue,small,dax,2,24,big,6/16/2019,16:25,12534,17162,4,3,"0
"
77,3,2,73,true,contrast,3,green,small,sprock,20,9,big,6/16/2019,16:25,9427,2560,4,3,"0
"
77,4,5,51,false,samesize,13,green,small,blicket,16,6,big,6/16/2019,16:25,8378,7896,4,2,"0
"
77,5,4,65,true,differentsizes,15,green,big,toma,22,7,small,6/16/2019,16:25,10793,2887,4,1,"0
"
77,6,3,64,false,differentsizes,10,purple,small,gade,11,12,big,6/16/2019,16:26,8099,7577,3,1,"0
"
77,7,0,64,false,attncheck,10,purple,small,gade,11,12,big,6/16/2019,16:26,8099,7577,3,1,"6
"
45,1,1,32,false,contrast,6,red,small,wug,1,10,big,6/16/2019,16:25,20146,9115,4,3,"0
"
45,2,2,50,true,contrast,14,purple,small,toma,22,19,big,6/16/2019,16:25,9545,3916,4,3,"0
"
45,3,6,50,true,samesize,18,green,big,blicket,23,7,small,6/16/2019,16:25,7636,8417,4,2,"0
"
45,4,3,49,false,differentsizes,4,purple,small,dax,2,11,big,6/16/2019,16:25,11162,3243,4,1,"0
"
45,5,5,49,false,samesize,12,green,big,sprock,15,9,small,6/16/2019,16:26,8231,2414,3,2,"0
"
45,6,4,51,true,differentsizes,24,purple,small,gade,3,5,big,6/16/2019,16:26,8109,2697,3,1,"0
"
45,7,0,51,true,attncheck,24,purple,small,gade,3,5,big,6/16/2019,16:26,8109,2697,3,1,"8
"
53,1,1,74,false,contrast,13,red,small,wug,9,19,big,6/16/2019,16:41,22788,18224,3,4,"0
"
53,2,2,19,true,contrast,21,blue,big,gade,11,24,small,6/16/2019,16:41,12418,7495,4,3,"0
"
53,3,3,79,false,differentsizes,14,green,small,toma,1,18,big,6/16/2019,16:42,10931,7098,4,1,"0
"
53,4,6,29,true,samesize,20,red,small,dax,8,2,big,6/16/2019,16:42,9119,4463,3,2,"0
"
53,5,4,25,true,differentsizes,17,blue,small,blicket,6,5,big,6/16/2019,16:42,10586,4377,3,2,"0
"
53,6,5,86,false,samesize,23,green,big,sprock,3,4,small,6/16/2019,16:42,9065,5480,3,1,"0
"
53,7,0,86,false,attncheck,23,green,big,sprock,3,4,small,6/16/2019,16:42,9065,5480,3,1,"8
"
119,1,3,35,false,differentsizes,22,purple,big,blicket,9,8,small,6/16/2019,15:21,13778,15274,4,2,"0
"
119,2,1,70,false,contrast,6,purple,small,wug,11,16,big,6/16/2019,15:21,9618,8917,3,4,"0
"
119,3,5,60,false,samesize,17,green,small,dax,7,10,big,6/16/2019,15:21,8885,9548,4,2,"0
"
119,4,2,90,true,contrast,18,green,small,sprock,15,13,big,6/16/2019,15:22,11097,5182,4,3,"0
"
119,5,6,85,true,samesize,5,red,big,gade,3,14,small,6/16/2019,15:22,7263,6029,4,1,"0
"
119,6,4,85,true,differentsizes,12,green,big,toma,19,23,small,6/16/2019,15:22,8852,4847,3,1,"0
"
119,7,0,85,true,attncheck,12,green,big,toma,19,23,small,6/16/2019,15:22,8852,4847,3,1,"6
"
80,1,2,50,true,contrast,4,purple,small,wug,14,12,big,6/16/2019,13:22,11050,8692,3,4,"0
"
80,2,6,50,true,samesize,21,purple,small,toma,15,6,big,6/16/2019,13:22,8397,4434,3,1,"0
"
80,3,1,50,false,contrast,13,purple,small,gade,3,11,big,6/16/2019,13:23,10737,4831,3,4,"0
"
80,4,3,50,false,differentsizes,9,purple,big,blicket,20,24,small,6/16/2019,13:23,8363,3693,4,1,"0
"
80,5,5,40,false,samesize,17,red,big,dax,16,19,small,6/16/2019,13:23,7319,4514,3,2,"0
"
80,6,4,30,true,differentsizes,10,green,small,sprock,22,1,big,6/16/2019,13:23,9207,2953,3,1,"0
"
80,7,0,30,true,attncheck,10,green,small,sprock,22,1,big,6/16/2019,13:23,9207,2953,3,1,"7
"
